Sr No.,"Date of 
Encashment","Bond
Number",Name of the Political Party,Name of the Purchaser,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
11571,14-10-2022,TL13695,Aam Aadmi Party,Dr. Mandeep Sharma,1000000,*******5086,691,5972302
14736,18-04-2023,TL14017,All India Trinamool Congress,Dr. Mandeep Sharma,1000000,*******0688,1,5093597
14737,18-04-2023,TL14019,All India Trinamool Congress,Dr. Mandeep Sharma,1000000,*******0688,1,5093597
3004,08-05-2019,OC6714,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3367975
3005,08-05-2019,OC6726,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3367975
3006,08-05-2019,OC6716,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3367975
3007,08-05-2019,OC6728,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3367975
3008,08-05-2019,OC6727,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3367975
3009,08-05-2019,OC6732,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3367975
3010,08-05-2019,OC6730,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3367975
11236,10-10-2022,OC12218,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11237,10-10-2022,OC12233,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11238,10-10-2022,OC12224,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11239,10-10-2022,OC12216,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11240,10-10-2022,OC12210,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11241,10-10-2022,OC12195,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11242,10-10-2022,OC12189,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11243,10-10-2022,OC12202,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11244,10-10-2022,OC12197,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11245,10-10-2022,OC12227,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11246,10-10-2022,OC12231,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11247,10-10-2022,OC12199,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11248,10-10-2022,OC12208,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11249,10-10-2022,OC12222,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11250,10-10-2022,OC12206,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11251,10-10-2022,OC12220,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11252,10-10-2022,OC12212,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11253,10-10-2022,OC12191,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11254,10-10-2022,OC12229,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11255,10-10-2022,OC12193,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11256,10-10-2022,OC12185,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11257,10-10-2022,OC12187,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11258,10-10-2022,OC12183,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11259,10-10-2022,OC12204,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11260,10-10-2022,OC12214,Bharat Rashtra Samithi,Dr.Reddy'S Laboratories Ltd,10000000,*******7477,847,3889823
11758,15-10-2022,OC12237,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,5972302
11759,15-10-2022,OC12235,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,5972302
12415,17-11-2022,OC12343,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,5972302
12416,17-11-2022,OC12345,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,5972302
12417,17-11-2022,OC12347,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,5972302
12594,18-11-2022,OC12326,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12595,18-11-2022,OC12352,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12596,18-11-2022,OC12349,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12597,18-11-2022,OC12354,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12598,18-11-2022,OC12329,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12599,18-11-2022,OC12337,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12600,18-11-2022,OC12331,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12601,18-11-2022,OC12341,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12602,18-11-2022,OC12333,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12603,18-11-2022,OC12335,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12604,18-11-2022,OC12339,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
12605,18-11-2022,OC12351,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,7516991
19313,23-11-2023,OC16872,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19314,23-11-2023,OC16886,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19315,23-11-2023,OC16870,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19316,23-11-2023,OC16876,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19317,23-11-2023,OC16874,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19318,23-11-2023,OC16884,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19319,23-11-2023,OC16882,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19320,23-11-2023,OC16868,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19321,23-11-2023,OC16880,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19322,23-11-2023,OC16878,Bharatiya Janata Party,Dr.Reddy'S Laboratories Ltd,10000000,*******8244,691,8212066
19463,28-11-2023,OC16871,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19464,28-11-2023,OC16887,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19465,28-11-2023,OC16877,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19466,28-11-2023,OC16879,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19467,28-11-2023,OC16883,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19468,28-11-2023,OC16869,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19469,28-11-2023,OC16875,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19470,28-11-2023,OC16885,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19471,28-11-2023,OC16881,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19472,28-11-2023,OC16873,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19473,28-11-2023,OC16866,"President, All India Congress Committee",Dr.Reddy'S Laboratories Ltd,10000000,*******4012,691,8212066
19550,08-01-2024,OC16967,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19551,08-01-2024,OC16959,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19552,08-01-2024,OC16957,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19553,08-01-2024,OC16965,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19554,08-01-2024,OC16953,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19555,08-01-2024,OC16951,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19556,08-01-2024,OC16955,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19557,08-01-2024,OC16969,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19558,08-01-2024,OC16963,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
19559,08-01-2024,OC16961,Telugu Desam Party,Dr.Reddy'S Laboratories Ltd,10000000,*******3067,847,7620160
18357,20-10-2023,TL15501,Rashtriya Janta Dal,Dynamic Cs Bottling Pvt Ltd,1000000,*******2758,152,3788504
18358,20-10-2023,TL15503,Rashtriya Janta Dal,Dynamic Cs Bottling Pvt Ltd,1000000,*******2758,152,3788504
18367,20-10-2023,OL29815,Rashtriya Janta Dal,Dynamic Cs Bottling Pvt Ltd,100000,*******2758,152,3788504
18368,20-10-2023,OL29811,Rashtriya Janta Dal,Dynamic Cs Bottling Pvt Ltd,100000,*******2758,152,3788504
18437,27-10-2023,OL29817,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,5882354
18438,27-10-2023,OL29813,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,5882354
18439,27-10-2023,OL29819,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,5882354
20106,17-01-2024,OL29787,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,3490777
20107,17-01-2024,OL29793,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,3490777
20108,17-01-2024,OL29760,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,3490777
20109,17-01-2024,OL29789,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,3490777
20110,17-01-2024,OL29791,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,100000,*******0688,1,3490777
20271,18-01-2024,TL16078,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,1000000,*******0688,1,3490777
20272,18-01-2024,TL16080,All India Trinamool Congress,Dynamic Cs Bottling Pvt Ltd,1000000,*******0688,1,3490777
20372,22-01-2024,TL11602,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20373,22-01-2024,TL11612,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20374,22-01-2024,TL11610,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20375,22-01-2024,TL11618,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20376,22-01-2024,TL11608,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20377,22-01-2024,TL11606,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20378,22-01-2024,TL11604,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20379,22-01-2024,TL11620,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20380,22-01-2024,TL11616,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
20381,22-01-2024,TL11614,"President, All India Congress Committee",Dynere Engineering Private Limited,1000000,*******4012,691,8212066
16288,20-07-2023,OC15559,Bharatiya Janata Party,Eagle Infra India Ltd,10000000,*******8244,691,8212066
16289,20-07-2023,OC15557,Bharatiya Janata Party,Eagle Infra India Ltd,10000000,*******8244,691,8212066
16290,20-07-2023,OC15555,Bharatiya Janata Party,Eagle Infra India Ltd,10000000,*******8244,691,8212066
16291,20-07-2023,OC15561,Bharatiya Janata Party,Eagle Infra India Ltd,10000000,*******8244,691,8212066
3570,13-05-2019,TL13103,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3571,13-05-2019,TL13105,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3572,13-05-2019,TL13101,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3573,13-05-2019,TL13099,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3574,13-05-2019,TL13089,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3575,13-05-2019,TL13095,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3576,13-05-2019,TL13087,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3577,13-05-2019,TL13093,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3578,13-05-2019,TL13097,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
3579,13-05-2019,TL13091,"President, All India Congress Committee",Edelweiss Housing Finance Ltd.,1000000,*******4012,691,3300196
13512,01-02-2023,OC12911,Telugu Desam Party,Eficens Software Services Pvt Ltd,10000000,*******3067,847,3889823
13513,01-02-2023,OC12913,Telugu Desam Party,Eficens Software Services Pvt Ltd,10000000,*******3067,847,3889823
14194,15-04-2023,OC14546,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Elena Renewable Energy Private Limited,10000000,*******6354,847,3889823
10748,18-04-2022,OC12043,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Elena Renewable Energy Pvt Ltd,10000000,*******6354,847,6370918
10749,18-04-2022,OC12045,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Elena Renewable Energy Pvt Ltd,10000000,*******6354,847,6370918
10474,12-04-2022,OC11981,Bharat Rashtra Samithi,Elite Developers,10000000,*******7477,847,3898296
10475,12-04-2022,OC11983,Bharat Rashtra Samithi,Elite Developers,10000000,*******7477,847,3898296
16053,15-07-2023,TL15192,Bharat Rashtra Samithi,Ellisbridge Estates Pvt Ltd,1000000,*******7477,847,6013147
16054,15-07-2023,TL15194,Bharat Rashtra Samithi,Ellisbridge Estates Pvt Ltd,1000000,*******7477,847,6013147
16055,15-07-2023,TL15196,Bharat Rashtra Samithi,Ellisbridge Estates Pvt Ltd,1000000,*******7477,847,6013147
16056,15-07-2023,TL15200,Bharat Rashtra Samithi,Ellisbridge Estates Pvt Ltd,1000000,*******7477,847,6013147
16057,15-07-2023,TL15198,Bharat Rashtra Samithi,Ellisbridge Estates Pvt Ltd,1000000,*******7477,847,6013147
3804,14-05-2019,OC7585,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3805,14-05-2019,OC7579,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3806,14-05-2019,OC7581,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3807,14-05-2019,OC7571,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3808,14-05-2019,OC7575,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3809,14-05-2019,OC7589,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3810,14-05-2019,OC7577,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3811,14-05-2019,OC7573,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3812,14-05-2019,OC7583,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
3813,14-05-2019,OC7587,Bharatiya Janata Party,Enam Holdings Private Limited,10000000,*******8244,691,3300196
20112,17-01-2024,OC13226,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20113,17-01-2024,OC13232,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20114,17-01-2024,OC13201,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20115,17-01-2024,OC13205,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20116,17-01-2024,OC13213,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20117,17-01-2024,OC13234,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20118,17-01-2024,OC13228,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20119,17-01-2024,OC13230,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20120,17-01-2024,OC13200,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
20121,17-01-2024,OC13220,Bharatiya Janata Party,Enviro Control Private Limited Form,10000000,*******8244,691,7516991
1867,20-04-2019,OC6297,Bharatiya Janata Party,Essel Mining And Inds Ltd,10000000,*******8244,691,2039265
